Ref,id,Gender,Satisfied,Age,Age Band,Type of Travel,Class,Flight Distance,Destination,Continent,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes
51743,75052,Male,Y,24,18 to 24,Personal Travel,Eco,4760,India,Asia,0,3,0,1,3,0,3,3,4,2,5,5,5,3,93,86
51744,7240,Female,Y,48,45 to 54,Business travel,Business,4760,India,Asia,3,3,5,3,4,2,3,5,5,5,4,4,5,2,0,0
51745,40374,Male,Y,45,45 to 54,Business travel,Eco,4760,India,Asia,2,4,4,4,2,2,2,2,3,1,1,3,3,2,0,0
51746,112199,Male,Y,30,25 to 34,Business travel,Business,4760,India,Asia,1,1,1,1,5,5,5,5,5,2,4,4,5,5,2,0
51747,44489,Male,Y,16,Under 18,Personal Travel,Eco,4760,India,Asia,3,4,3,3,2,3,2,2,1,2,3,1,3,2,17,11
51748,56132,Female,Y,48,45 to 54,Business travel,Business,1400,Kosovo,Europe,3,3,3,3,2,5,4,5,5,4,5,5,5,3,59,78
51749,86466,Female,Y,41,35 to 44,Business travel,Eco,4760,India,Asia,4,1,1,1,4,4,4,4,5,3,3,4,4,4,6,0
51750,30003,Male,N,27,25 to 34,Business travel,Eco,4760,India,Asia,2,4,2,2,5,2,5,5,4,3,3,3,3,5,0,0
51751,46757,Female,N,37,35 to 44,Business travel,Eco Plus,4760,India,Asia,3,3,3,2,2,3,2,2,4,2,3,4,4,2,0,0
51752,41709,Female,Y,55,55 to 64,Business travel,Business,4760,India,Asia,2,1,4,1,3,4,4,2,2,2,2,1,2,3,0,0
51753,118223,Male,Y,39,35 to 44,Personal Travel,Eco,4760,India,Asia,2,4,2,5,2,2,2,2,5,2,5,5,4,2,1,0
51754,5428,Female,N,26,25 to 34,Business travel,Business,4760,India,Asia,0,0,5,4,2,5,2,2,4,5,4,5,4,2,13,22
51755,55585,Male,Y,21,18 to 24,Personal Travel,Eco,4760,India,Asia,2,3,2,3,5,2,5,5,2,2,5,4,4,5,0,0
51756,91095,Female,Y,28,25 to 34,Personal Travel,Eco,4760,India,Asia,1,5,1,5,3,1,1,3,1,1,2,3,3,3,0,0
51757,77428,Female,Y,25,25 to 34,Personal Travel,Eco,4760,India,Asia,1,1,1,2,4,1,4,4,4,1,2,3,2,4,43,35
51758,106267,Female,Y,37,35 to 44,Personal Travel,Eco,4760,India,Asia,4,3,4,4,4,4,4,4,1,3,3,2,4,4,0,0
51759,3282,Female,Y,26,25 to 34,Personal Travel,Eco,4760,India,Asia,3,1,3,3,3,3,3,3,4,4,3,4,4,3,0,0
51760,5845,Male,Y,51,45 to 54,Business travel,Business,1020,Slovenia,Europe,2,2,2,2,3,5,4,5,5,5,5,4,5,3,0,0
51761,65692,Male,Y,39,35 to 44,Business travel,Business,4760,India,Asia,1,1,1,1,4,5,5,5,5,5,5,4,5,3,0,0
51762,45673,Male,Y,45,45 to 54,Business travel,Business,4760,India,Asia,5,5,5,5,3,3,4,5,5,5,5,1,5,4,5,29
51763,69253,Male,Y,40,35 to 44,Business travel,Business,4760,India,Asia,4,4,2,4,2,4,5,5,5,5,5,5,5,3,0,0
51764,102008,Male,N,56,55 to 64,Business travel,Business,4760,India,Asia,0,2,2,2,5,2,5,5,4,4,5,4,5,5,10,10
51765,32039,Male,Y,33,25 to 34,Business travel,Business,4760,India,Asia,3,3,4,3,4,4,5,4,4,5,3,5,5,4,0,0
51766,51414,Female,Y,59,55 to 64,Personal Travel,Eco Plus,1070,Lithuania,Europe,3,2,3,3,2,3,3,4,4,3,4,4,4,2,82,79
51767,71602,Male,Y,55,55 to 64,Business travel,Business,4760,India,Asia,4,1,1,1,2,4,4,4,4,4,4,3,4,4,0,0
51768,57217,Female,Y,39,35 to 44,Business travel,Eco,4760,India,Asia,3,3,3,3,3,3,3,3,4,2,3,2,3,3,28,12
51769,51117,Male,Y,48,45 to 54,Personal Travel,Eco,4760,India,Asia,3,3,4,4,1,4,1,1,2,4,1,3,2,1,0,0
51770,86941,Female,Y,61,55 to 64,Personal Travel,Business,4760,India,Asia,3,4,3,3,4,4,4,3,3,3,3,2,3,4,16,0
51771,126360,Male,Y,8,Under 18,Personal Travel,Eco,4760,India,Asia,3,1,3,2,4,3,4,4,2,5,2,2,3,4,0,0
51772,121373,Male,N,23,18 to 24,Business travel,Eco,4760,India,Asia,5,5,5,2,5,4,4,3,2,4,4,4,5,4,0,17
51773,1466,Female,Y,63,55 to 64,Personal Travel,Eco,4760,India,Asia,3,4,4,4,2,5,1,3,3,4,3,1,3,5,0,0
51774,114119,Male,Y,53,45 to 54,Personal Travel,Business,4760,India,Asia,3,5,3,1,5,4,4,4,4,3,4,5,4,3,8,0
51775,4770,Male,N,41,35 to 44,Business travel,Business,4760,India,Asia,0,2,2,4,3,2,3,3,4,5,5,5,4,3,0,22
51776,30821,Female,Y,36,35 to 44,Business travel,Business,4760,India,Asia,5,4,5,5,3,5,5,5,5,5,5,3,5,1,91,85
51777,113709,Male,Y,69,65 or over,Personal Travel,Eco,235,Republic of Ireland,Europe,1,1,1,3,4,1,4,4,1,2,4,4,4,4,1,0
51778,19853,Male,Y,46,45 to 54,Business travel,Business,4760,India,Asia,3,1,1,1,1,4,4,3,3,3,3,2,3,4,63,97
51779,23721,Male,Y,33,25 to 34,Personal Travel,Eco,640,Germany,Europe,4,4,4,4,1,4,1,1,3,4,3,4,4,1,0,0
51780,88303,Male,N,36,35 to 44,Business travel,Business,4760,India,Asia,0,1,1,5,3,1,1,3,5,3,4,5,4,3,104,101
51781,123701,Female,Y,46,45 to 54,Personal Travel,Eco,4760,India,Asia,4,0,0,1,4,5,4,1,1,0,1,3,1,4,0,0
51782,108674,Female,Y,46,45 to 54,Business travel,Business,4760,India,Asia,1,2,1,1,5,5,5,4,4,5,4,4,4,4,0,0
51783,62753,Female,Y,20,18 to 24,Business travel,Business,4760,India,Asia,3,3,3,3,5,5,5,5,5,4,5,5,4,5,0,9
51784,96615,Female,N,30,25 to 34,Business travel,Eco,4760,India,Asia,1,1,1,3,4,1,4,4,4,5,3,3,4,4,15,19
51785,67138,Female,Y,52,45 to 54,Business travel,Eco,4760,India,Asia,3,3,2,2,4,4,3,3,3,3,3,1,3,1,0,0
51786,128335,Female,Y,41,35 to 44,Business travel,Eco,4760,India,Asia,3,3,3,3,3,3,3,3,2,3,3,2,3,3,38,31
51787,37486,Female,N,36,35 to 44,Business travel,Eco,4760,India,Asia,1,0,0,2,3,0,5,3,2,1,3,5,2,3,20,10
51788,86003,Male,Y,32,25 to 34,Business travel,Business,430,Jersey,Europe,1,1,1,1,5,5,5,5,3,2,5,5,4,5,0,5
51789,100670,Male,N,24,18 to 24,Business travel,Eco,4760,India,Asia,1,1,1,4,4,1,4,4,1,2,4,3,4,4,9,18
51790,127200,Female,Y,58,55 to 64,Business travel,Business,4760,India,Asia,1,1,1,1,3,4,5,4,4,4,4,3,4,3,2,0
51791,70612,Male,Y,55,55 to 64,Business travel,Business,3810,Oman,Asia,2,2,2,2,3,5,4,5,5,5,5,5,5,4,0,0
51792,102084,Female,Y,57,55 to 64,Business travel,Business,4760,India,Asia,4,4,4,4,4,4,4,4,3,5,4,4,3,4,151,152
51793,25400,Female,N,24,18 to 24,Business travel,Eco,4760,India,Asia,4,4,4,3,3,4,5,3,4,5,4,4,4,3,0,0
51794,95474,Female,Y,74,65 or over,Business travel,Business,4760,India,Asia,5,5,5,5,5,5,0,5,5,5,5,3,5,5,0,0
51795,74782,Female,N,26,25 to 34,Business travel,Business,4760,India,Asia,0,5,5,1,3,5,3,3,5,3,5,4,5,3,0,0
51796,36407,Male,Y,59,55 to 64,Business travel,Business,4760,India,Asia,1,1,1,1,4,5,4,5,5,5,5,3,5,3,0,0
51797,82498,Male,Y,35,35 to 44,Personal Travel,Eco,4760,India,Asia,3,0,3,3,2,3,2,2,5,2,5,3,4,2,0,86
51798,37974,Female,Y,60,55 to 64,Business travel,Business,4760,India,Asia,3,3,3,3,4,4,4,5,5,5,5,3,5,5,19,5
51799,126029,Male,Y,53,45 to 54,Business travel,Business,505,Denmark,Europe,3,3,3,3,2,4,5,5,5,5,5,3,5,3,0,0
51800,28345,Male,Y,19,18 to 24,Personal Travel,Eco,4760,India,Asia,2,1,2,3,3,2,3,3,1,4,3,3,3,3,0,0
51801,89363,Male,Y,65,65 or over,Personal Travel,Eco,1585,Malta,Europe,3,4,3,2,2,3,2,2,4,5,4,5,4,2,0,0
51802,102724,Female,Y,17,Under 18,Personal Travel,Eco,4760,India,Asia,1,4,1,4,2,1,5,2,4,2,5,4,5,2,49,47
51803,40138,Female,Y,44,35 to 44,Personal Travel,Eco Plus,4760,India,Asia,1,3,1,3,2,3,4,3,3,1,3,2,3,4,0,0
51804,5572,Male,Y,60,55 to 64,Personal Travel,Eco,4760,India,Asia,2,5,2,5,3,2,3,3,3,2,4,4,4,3,0,0
51805,80005,Male,Y,70,65 or over,Personal Travel,Eco,4760,India,Asia,3,2,3,3,5,3,5,5,4,2,4,1,4,5,16,0
51806,2934,Male,Y,67,65 or over,Personal Travel,Eco,4760,India,Asia,2,5,2,1,2,2,2,2,5,2,5,3,5,2,26,29
51807,78783,Female,Y,37,35 to 44,Business travel,Business,4760,India,Asia,1,1,3,1,3,4,4,4,4,4,4,5,4,3,0,0
51808,88235,Female,Y,25,25 to 34,Business travel,Business,4760,India,Asia,3,2,2,2,3,3,3,3,2,4,3,2,2,3,0,0
51809,75385,Male,Y,47,45 to 54,Business travel,Business,4760,India,Asia,5,5,5,5,3,4,5,5,5,5,5,3,5,5,0,0
51810,8052,Female,N,52,45 to 54,Business travel,Business,4760,India,Asia,0,3,3,3,4,3,5,4,3,3,4,4,5,4,0,0
51811,77707,Female,Y,27,25 to 34,Business travel,Business,4760,India,Asia,1,3,3,3,1,2,1,1,4,3,4,4,4,1,1,0
51812,95296,Male,Y,56,55 to 64,Personal Travel,Eco,4760,India,Asia,2,3,2,5,3,2,4,3,5,1,3,1,3,3,21,17
51813,8340,Female,N,25,25 to 34,Business travel,Business,4760,India,Asia,0,4,5,1,1,5,1,1,5,4,4,5,5,1,0,0
51814,98196,Female,Y,59,55 to 64,Business travel,Business,4760,India,Asia,2,2,2,2,1,2,3,4,4,4,4,2,4,3,1,0
51815,12186,Female,Y,37,35 to 44,Personal Travel,Eco,4760,India,Asia,3,4,3,3,4,3,4,4,5,5,5,4,5,4,9,0
51816,34108,Female,Y,40,35 to 44,Business travel,Business,4760,India,Asia,5,5,5,5,3,3,1,5,5,5,5,2,5,3,0,0
51817,42158,Female,Y,50,45 to 54,Personal Travel,Business,4760,India,Asia,1,4,2,3,4,4,4,2,2,2,5,2,2,3,0,0
51818,28268,Female,Y,37,35 to 44,Business travel,Eco Plus,4760,India,Asia,4,2,2,2,4,4,4,4,3,4,5,2,1,4,0,0
51819,15995,Female,N,24,18 to 24,Business travel,Business,4760,India,Asia,0,3,2,2,5,2,4,5,4,1,3,2,2,5,5,28
51820,12975,Female,Y,43,35 to 44,Personal Travel,Business,4760,India,Asia,3,4,3,3,3,4,1,5,5,3,5,4,5,1,0,0
51821,28304,Male,N,20,18 to 24,Business travel,Eco,4760,India,Asia,3,3,3,2,3,3,3,3,3,1,3,5,5,3,0,0
51822,63347,Female,Y,21,18 to 24,Business travel,Eco,4760,India,Asia,3,3,3,3,3,3,2,3,1,3,3,1,4,3,0,0
51823,20754,Male,Y,66,65 or over,Personal Travel,Eco,4760,India,Asia,2,2,2,2,3,2,3,3,1,4,3,1,3,3,11,7
51824,45089,Male,N,23,18 to 24,Business travel,Eco,4760,India,Asia,4,3,4,3,2,4,2,2,1,5,3,1,4,2,7,4
51825,26409,Female,Y,42,35 to 44,Business travel,Eco,4760,India,Asia,2,3,3,3,4,4,4,2,2,2,2,2,2,3,0,0
51826,11587,Male,N,50,45 to 54,Business travel,Eco,4760,India,Asia,1,1,1,3,3,1,3,3,2,4,4,1,4,3,20,19
51827,98341,Male,N,29,25 to 34,Business travel,Business,4760,India,Asia,0,2,2,3,4,2,4,4,3,4,4,5,4,4,0,0
51828,92612,Female,Y,39,35 to 44,Business travel,Business,4760,India,Asia,3,3,3,3,2,5,5,2,2,2,2,4,2,4,14,20
51829,35467,Female,Y,25,25 to 34,Personal Travel,Eco,1070,Lithuania,Europe,1,5,1,4,4,1,4,4,5,5,5,3,4,4,69,63
51830,120079,Female,Y,49,45 to 54,Business travel,Business,4760,India,Asia,5,5,5,5,2,1,2,4,4,4,4,5,4,4,0,0
51831,98552,Male,Y,41,35 to 44,Business travel,Business,4760,India,Asia,3,3,3,3,5,5,5,3,3,4,3,5,3,5,0,0
51832,122674,Female,Y,57,55 to 64,Business travel,Eco,4760,India,Asia,2,4,4,4,3,3,4,2,2,2,2,2,2,3,0,0
51833,118703,Male,Y,34,25 to 34,Personal Travel,Eco,4760,India,Asia,0,5,1,2,4,1,4,4,4,5,4,4,4,4,5,0
51834,82324,Female,Y,38,35 to 44,Business travel,Business,4760,India,Asia,2,3,3,3,3,4,4,2,2,2,2,2,2,4,38,80
51835,30715,Female,Y,36,35 to 44,Business travel,Business,1125,Portugal,Europe,3,3,3,3,1,1,4,5,5,5,5,2,5,1,0,0
51836,66670,Male,Y,32,25 to 34,Business travel,Business,4760,India,Asia,3,4,5,4,3,3,3,3,3,4,3,1,3,3,0,0
51837,55096,Male,N,56,55 to 64,Business travel,Eco,4760,India,Asia,4,4,4,3,2,4,2,2,4,2,4,4,4,2,100,79
51838,13824,Male,N,26,25 to 34,Business travel,Eco,4760,India,Asia,1,5,1,3,3,1,3,3,4,3,2,1,5,3,0,0
51839,10665,Female,Y,58,55 to 64,Business travel,Business,4760,India,Asia,1,1,1,1,5,5,5,4,4,4,5,3,4,3,0,0
51840,119460,Male,Y,14,Under 18,Personal Travel,Business,4760,India,Asia,3,5,3,1,5,3,5,5,4,5,4,3,4,5,0,0
51841,101946,Male,N,37,35 to 44,Business travel,Business,4760,India,Asia,0,3,3,2,2,3,2,2,3,3,4,5,5,2,0,0
51842,81313,Male,Y,36,35 to 44,Personal Travel,Business,4760,India,Asia,1,4,1,1,5,3,5,5,5,1,3,4,5,5,0,20
51843,59240,Male,Y,68,65 or over,Business travel,Eco Plus,4760,India,Asia,4,3,3,3,4,4,4,4,3,3,4,1,3,4,0,0
51844,85121,Male,Y,43,35 to 44,Business travel,Eco,4760,India,Asia,3,3,3,3,3,3,3,3,2,1,3,2,4,3,0,0
51845,10944,Female,N,22,18 to 24,Business travel,Eco,1070,Lithuania,Europe,2,2,2,3,5,2,2,5,3,1,3,1,3,5,103,114
51846,107073,Female,Y,70,65 or over,Personal Travel,Eco,4760,India,Asia,3,5,3,1,3,5,4,2,2,3,2,3,2,4,0,0
51847,100777,Female,Y,16,Under 18,Personal Travel,Eco,4760,India,Asia,4,5,4,4,4,4,5,4,1,5,2,5,1,5,30,136
51848,37915,Female,Y,15,Under 18,Personal Travel,Eco,4760,India,Asia,2,5,2,1,2,2,2,2,5,3,5,4,4,2,0,0
51849,128987,Male,Y,41,35 to 44,Personal Travel,Eco,4760,India,Asia,1,5,1,2,4,1,4,4,5,5,4,5,4,4,8,3
51850,111927,Male,N,22,18 to 24,Business travel,Eco,470,Belgium,Europe,4,4,4,4,5,4,5,5,3,5,5,5,5,5,4,2
51851,57224,Male,Y,22,18 to 24,Personal Travel,Eco,4760,India,Asia,2,4,2,4,5,2,5,5,5,2,5,4,3,5,15,7
51852,24914,Male,N,38,35 to 44,Business travel,Eco,4760,India,Asia,2,2,2,3,5,2,4,5,1,3,2,3,3,5,8,0
51853,77749,Female,N,38,35 to 44,Business travel,Eco,4760,India,Asia,1,1,1,4,1,1,1,1,2,4,3,3,3,1,0,0
51854,66654,Female,N,23,18 to 24,Business travel,Eco,4760,India,Asia,4,4,4,2,3,4,3,3,5,5,5,3,5,3,57,40
51855,129494,Male,Y,27,25 to 34,Business travel,Business,4760,India,Asia,2,2,2,2,5,5,5,5,3,4,4,4,4,5,0,0
51856,67450,Female,Y,34,25 to 34,Personal Travel,Eco,640,Germany,Europe,3,5,4,3,4,4,4,4,4,2,4,4,4,4,61,66
51857,38285,Female,N,22,18 to 24,Business travel,Eco,1180,Italy,Europe,3,3,3,4,3,3,4,3,4,2,4,4,4,3,13,0
51858,21915,Female,Y,39,35 to 44,Business travel,Business,4760,India,Asia,2,1,1,1,2,2,2,2,2,2,2,2,2,1,0,0
51859,68758,Male,Y,45,45 to 54,Business travel,Business,4760,India,Asia,3,3,3,3,4,5,4,4,4,5,4,5,4,4,0,0
51860,79912,Male,Y,15,Under 18,Business travel,Business,2100,Turkey,Europe,2,2,2,2,2,2,2,2,2,4,3,2,3,2,853,823
51861,18889,Male,N,18,18 to 24,Business travel,Eco,4760,India,Asia,4,3,4,2,2,4,2,2,5,4,3,3,3,2,0,0
51862,63467,Female,Y,25,25 to 34,Business travel,Business,4760,India,Asia,5,5,5,5,5,5,5,5,5,5,5,4,5,5,0,0
51863,37296,Male,Y,35,35 to 44,Business travel,Business,4760,India,Asia,5,5,5,5,1,4,5,5,5,5,5,2,5,2,0,4
51864,90466,Male,Y,39,35 to 44,Business travel,Business,4760,India,Asia,1,1,1,1,3,5,4,5,5,5,5,4,5,3,3,0
51865,54725,Male,Y,32,25 to 34,Personal Travel,Eco,4760,India,Asia,2,5,2,2,3,2,3,3,5,2,5,5,4,3,97,94
51866,120063,Female,Y,36,35 to 44,Business travel,Business,3200,Benin,Africa,5,5,5,5,3,4,5,3,3,3,3,5,3,5,21,37
51867,19841,Female,Y,13,Under 18,Personal Travel,Eco Plus,4760,India,Asia,1,3,1,2,2,1,2,2,1,1,3,4,2,2,14,12
51868,45285,Male,Y,46,45 to 54,Business travel,Business,4760,India,Asia,5,5,5,5,3,4,4,5,5,5,5,1,5,3,0,0
51869,11566,Male,Y,46,45 to 54,Business travel,Business,4760,India,Asia,5,5,5,5,4,4,5,4,4,4,4,5,4,3,17,3
51870,77993,Female,N,24,18 to 24,Business travel,Eco,4760,India,Asia,1,4,1,2,3,1,1,3,5,5,4,5,5,3,4,1
51871,39869,Female,N,40,35 to 44,Business travel,Business,4760,India,Asia,0,2,2,2,5,2,5,5,5,1,5,2,1,5,0,0
51872,67076,Female,N,22,18 to 24,Business travel,Business,4760,India,Asia,0,0,5,5,1,5,1,1,3,5,5,3,4,1,0,0
51873,76011,Female,Y,51,45 to 54,Business travel,Business,235,Republic of Ireland,Europe,3,3,3,3,3,4,4,5,5,5,5,4,5,5,83,79
51874,69820,Female,Y,39,35 to 44,Business travel,Eco,4760,India,Asia,2,4,4,4,2,2,2,2,1,3,3,1,3,2,13,18
51875,115707,Female,Y,37,35 to 44,Business travel,Eco,4760,India,Asia,3,1,1,1,3,3,3,3,2,3,2,3,3,3,43,39
51876,89164,Male,Y,68,65 or over,Personal Travel,Eco,4760,India,Asia,2,5,2,3,3,2,3,3,5,5,5,4,4,3,1,28
51877,53054,Female,Y,41,35 to 44,Personal Travel,Eco,4760,India,Asia,3,4,3,2,4,3,2,4,2,4,5,4,1,4,11,0
51878,35952,Male,Y,38,35 to 44,Business travel,Eco,4760,India,Asia,3,2,2,2,3,3,3,3,4,5,3,3,3,3,0,0
51879,41128,Female,N,56,55 to 64,Business travel,Eco,4760,India,Asia,2,4,2,3,3,2,3,3,3,1,4,2,3,3,0,0
51880,105399,Male,Y,60,55 to 64,Personal Travel,Eco,4760,India,Asia,2,1,4,2,3,4,3,3,2,4,2,3,3,3,10,
51881,69918,Male,Y,63,55 to 64,Personal Travel,Eco,4760,India,Asia,2,2,2,3,3,2,3,3,3,4,4,4,4,3,0,10
51882,2232,Female,Y,15,Under 18,Personal Travel,Eco,640,Germany,Europe,3,1,3,3,5,3,3,5,3,4,3,1,3,5,0,0
51883,8791,Female,Y,24,18 to 24,Business travel,Business,4760,India,Asia,2,4,4,4,2,2,2,2,2,3,4,2,3,2,0,0
51884,103935,Male,N,21,18 to 24,Business travel,Business,4760,India,Asia,0,3,0,3,5,0,5,5,4,5,5,3,4,5,0,0
51885,84254,Female,N,24,18 to 24,Business travel,Eco,4760,India,Asia,2,2,2,4,1,2,1,1,3,3,4,4,4,1,3,0
51886,69702,Male,N,26,25 to 34,Business travel,Business,4760,India,Asia,0,0,0,2,1,0,1,1,5,5,4,5,4,1,0,2
51887,37869,Female,Y,22,18 to 24,Business travel,Business,4760,India,Asia,4,4,5,5,4,4,4,4,1,5,3,3,3,4,13,24
51888,54890,Female,Y,10,Under 18,Personal Travel,Eco,4760,India,Asia,2,2,2,3,4,2,4,4,3,4,3,1,4,4,0,0
51889,60078,Female,Y,11,Under 18,Business travel,Business,3240,Togo,Africa,5,5,5,5,5,5,5,5,3,5,5,5,5,5,23,34
51890,108785,Male,Y,47,45 to 54,Business travel,Business,4760,India,Asia,4,4,4,4,3,4,4,4,4,4,4,5,4,3,0,0
51891,92214,Female,Y,40,35 to 44,Personal Travel,Eco,4760,India,Asia,3,2,3,2,3,3,3,3,2,5,2,1,3,3,2,0
51892,95569,Female,Y,9,Under 18,Personal Travel,Eco Plus,4760,India,Asia,3,4,3,4,4,3,4,4,4,5,4,3,3,4,1,4
51893,88958,Male,Y,40,35 to 44,Business travel,Business,4760,India,Asia,2,3,3,3,2,3,3,2,2,2,2,2,2,2,0,1
51894,42250,Female,Y,42,35 to 44,Business travel,Eco,4760,India,Asia,1,4,4,4,5,4,3,1,1,1,1,4,1,4,0,0
51895,105009,Male,Y,34,25 to 34,Business travel,Business,4760,India,Asia,5,5,5,5,4,5,5,5,5,5,5,5,5,3,2,1
51896,30111,Male,Y,19,18 to 24,Personal Travel,Eco,4760,India,Asia,1,5,1,1,2,1,2,2,4,2,5,3,4,2,0,4
51897,72376,Female,Y,46,45 to 54,Business travel,Business,4760,India,Asia,1,1,1,1,3,4,5,4,4,4,4,5,4,3,0,0
51898,108895,Male,Y,34,25 to 34,Business travel,Business,4760,India,Asia,2,2,2,2,4,5,4,5,5,5,5,5,5,3,12,6
51899,104494,Male,Y,45,45 to 54,Personal Travel,Eco,4760,India,Asia,4,5,4,2,5,4,5,5,4,2,4,3,5,5,0,0
51900,21636,Female,Y,10,Under 18,Personal Travel,Eco,4760,India,Asia,3,5,3,3,3,3,3,3,5,4,4,5,5,3,9,10
51901,92552,Male,Y,62,55 to 64,Personal Travel,Eco,4760,India,Asia,2,2,2,3,2,2,1,2,4,3,4,1,3,2,0,0
51902,5559,Female,N,23,18 to 24,Business travel,Business,4760,India,Asia,0,0,0,1,2,0,2,2,3,3,4,5,4,2,57,65
51903,90633,Female,Y,33,25 to 34,Business travel,Business,4760,India,Asia,2,5,5,5,2,4,4,2,2,1,2,3,2,1,0,21
51904,13696,Female,N,37,35 to 44,Business travel,Eco,4760,India,Asia,3,4,3,4,5,3,5,5,5,1,4,2,2,5,5,2
51905,51109,Male,Y,9,Under 18,Personal Travel,Eco,1035,Spain,Europe,2,5,2,3,4,2,4,4,3,5,4,4,4,4,0,0
51906,24881,Female,Y,70,65 or over,Personal Travel,Eco,4760,India,Asia,3,4,3,2,5,5,4,3,3,3,3,4,3,5,0,0
51907,97075,Female,Y,53,45 to 54,Business travel,Business,1390,Romania,Europe,1,1,1,1,2,4,4,4,4,4,4,3,4,5,66,60
51908,74126,Female,N,43,35 to 44,Business travel,Eco,640,Germany,Europe,2,2,2,3,1,2,1,1,3,3,4,3,4,1,2,23
51909,70686,Female,Y,53,45 to 54,Personal Travel,Eco,4760,India,Asia,2,5,4,1,2,4,4,1,1,4,1,4,1,4,0,0
51910,119803,Male,Y,23,18 to 24,Business travel,Business,4760,India,Asia,3,3,3,3,2,2,2,2,4,4,4,5,4,2,57,40
51911,70497,Female,Y,41,35 to 44,Business travel,Eco,465,Faroe Islands,Europe,3,1,5,5,3,3,3,3,1,5,2,1,2,3,0,27
51912,76500,Female,Y,53,45 to 54,Business travel,Business,2520,California,North America,3,3,5,3,2,4,4,4,4,4,4,5,4,3,3,1
51913,9071,Male,Y,27,25 to 34,Business travel,Business,4565,Jamaica,North America,5,5,5,5,4,4,3,4,4,3,1,2,1,4,0,28
51914,32155,Male,Y,36,35 to 44,Business travel,Business,4760,India,Asia,5,5,5,5,2,5,5,4,4,4,5,3,4,3,0,0
51915,128220,Female,Y,25,25 to 34,Business travel,Business,4760,India,Asia,2,5,5,5,2,3,2,2,4,2,4,1,3,2,0,0
51916,43211,Male,Y,45,45 to 54,Business travel,Business,470,Belgium,Europe,5,5,5,5,4,5,5,5,5,5,5,3,5,4,26,63
51917,67442,Female,Y,43,35 to 44,Business travel,Eco,4760,India,Asia,3,2,4,2,3,2,2,3,3,3,3,2,3,2,3,0
51918,13496,Male,Y,42,35 to 44,Business travel,Business,4760,India,Asia,2,2,2,2,3,5,4,5,5,5,5,5,5,5,0,15
51919,41862,Male,Y,20,18 to 24,Business travel,Business,4760,India,Asia,3,2,2,2,3,3,3,3,3,1,3,3,3,3,0,1
51920,44833,Female,Y,42,35 to 44,Personal Travel,Eco,4760,India,Asia,3,3,3,2,1,2,1,5,5,3,5,3,5,2,0,9
51921,81657,Male,Y,46,45 to 54,Business travel,Business,4760,India,Asia,3,3,4,3,5,4,4,3,2,5,5,4,4,4,108,132
51922,16949,Female,Y,55,55 to 64,Personal Travel,Eco Plus,4760,India,Asia,3,2,3,4,5,3,4,4,4,3,4,1,4,4,18,27
51923,32219,Female,Y,31,25 to 34,Business travel,Business,4760,India,Asia,0,4,0,4,5,5,5,5,2,3,4,4,5,5,0,0
51924,76610,Male,Y,47,45 to 54,Business travel,Business,4760,India,Asia,1,1,4,1,5,4,4,4,4,5,4,3,4,5,0,0
51925,11757,Male,N,38,35 to 44,Business travel,Eco,430,Jersey,Europe,4,1,4,3,4,4,4,4,3,1,4,2,3,4,9,45
51926,83304,Male,Y,47,45 to 54,Personal Travel,Eco Plus,4760,India,Asia,4,1,4,2,3,4,3,3,3,3,1,2,2,3,0,0
51927,51661,Male,Y,35,35 to 44,Business travel,Eco,4760,India,Asia,4,3,3,3,4,3,4,4,2,1,3,3,3,4,0,0
51928,32806,Male,Y,38,35 to 44,Business travel,Business,4760,India,Asia,2,4,4,4,5,3,3,3,3,3,2,1,3,4,21,22
51929,91035,Male,Y,63,55 to 64,Personal Travel,Eco,4760,India,Asia,3,4,2,3,3,2,3,3,5,5,4,5,4,3,0,0
51930,106439,Female,Y,29,25 to 34,Business travel,Business,4760,India,Asia,4,5,5,5,4,4,4,4,3,5,2,4,2,4,7,8
51931,1102,Female,Y,16,Under 18,Personal Travel,Eco,4760,India,Asia,2,4,2,3,5,2,5,5,3,2,4,2,4,5,10,7
51932,14506,Female,Y,56,55 to 64,Business travel,Eco,4760,India,Asia,4,4,4,4,2,1,5,4,4,4,4,5,4,5,0,0
51933,97618,Female,N,32,25 to 34,Business travel,Business,4760,India,Asia,0,2,2,3,4,2,4,4,5,3,4,3,5,4,14,15
51934,8794,Female,N,26,25 to 34,Business travel,Eco,4760,India,Asia,4,3,4,3,3,4,5,3,3,3,3,3,3,3,0,65
51935,42561,Female,Y,38,35 to 44,Business travel,Eco,4760,India,Asia,4,1,5,5,4,4,4,4,3,1,3,5,5,4,0,0
51936,119851,Male,Y,38,35 to 44,Business travel,Business,4760,India,Asia,3,3,3,3,2,3,3,3,3,3,3,1,3,3,0,0
51937,126587,Male,Y,35,35 to 44,Business travel,Business,1335,Serbia,Europe,1,1,3,1,4,5,5,5,5,5,5,3,5,3,0,17
51938,118929,Female,Y,42,35 to 44,Business travel,Eco Plus,4760,India,Asia,4,1,5,5,1,3,2,4,4,4,4,4,4,4,0,0
